seq,frame,gt_id,pred_id,global_center_dist,gt_state_strict_global,gt_global_x,gt_global_y,pred_global_x,pred_global_y,gt_speed_global,pred_speed_global,speed_abs_error,velocity_vec_error,direction_error_deg,pred_score
0000,14,3,1,0.30004070227058816,moving,41.14025461168187,13.671367253899692,40.90006822092086,13.851186387231568,0.28258641299595055,1.9102556024666164,1.6276691894706659,2.192821522202939,179.260688533523,0.9757
0000,15,0,0,0.07394395919001089,moving,19.226253787118964,9.08958377263011,19.294334574625847,9.118440582452692,4.4088266806081995,4.015801118537522,0.39302556207067774,0.41310152563147573,1.7323335645401974,0.9989
0000,15,3,1,0.4411566152359907,moving,41.11106214682391,13.668822101304992,40.704675578122746,13.840487811176732,0.29303204708928143,1.9568531981022885,1.663821151013007,1.664000524683194,1.8486902854082297,0.9704
0000,16,0,0,0.11320326215749298,moving,19.564794444212296,9.39746800195333,19.662616376716837,9.454440346860093,4.576051520373633,4.985251522573523,0.4092000021998903,0.4092699621083287,0.09077362460353974,0.9993
0000,16,3,1,0.48017051964881735,moving,41.13559228599426,13.652172218805783,40.669085446573824,13.765904785442494,0.29647028771092004,0.826394892974517,0.5299246052635969,0.8349069431049415,81.34314022753965,0.9253
0000,17,0,0,0.1024782323645038,moving,19.887096304303455,9.684635149723501,19.977836611856034,9.732258512622572,4.316751785505813,4.201746421059213,0.11500536444660003,0.11728293846097042,0.30944225857164065,0.9982
0000,17,3,1,0.3393512324789832,moving,41.16093128521168,13.592726766099116,40.843942768867464,13.713877661642222,0.646206370197729,1.8243328854852872,1.1781265152875582,1.4970223959342395,50.34369686233032,0.9628
0000,18,0,0,0.07050983341217731,moving,20.222216663050183,9.970436248094563,20.289184075185965,9.992504377141888,4.404406006224234,4.057895426466638,0.346510579757596,0.34903016112012636,0.5673561783973687,0.9993
0000,18,3,1,0.5792968155916678,moving,41.180445731548446,13.55123191064591,40.61067182069721,13.655838273109858,0.45854516079802266,2.4038283191912564,1.9452831583932337,2.533262269305619,101.21506173181781,0.9537
0000,19,0,0,0.06406523935827495,moving,20.54211899363156,10.276837646356835,20.604757945310386,10.290280734789594,4.429664975689165,4.3388665187954265,0.09079845689373833,0.09650227744999541,0.42717194289488974,0.9986
0000,19,3,1,0.43188973026647187,moving,41.193362848191256,13.534728201621839,40.771958307576995,13.629316532082466,0.20957679115665523,1.634525423391937,1.4249486322352818,1.4870719884973556,42.612362769206385,0.9652
0000,20,0,0,0.06147205484413769,moving,20.868775835104177,10.627884808764083,20.9302414543406,10.626995326530515,4.7951934508948275,4.683121084724127,0.11207236617070038,0.14380517755826033,1.089503871029824,0.9984
0000,20,3,1,0.40372472184080915,moving,41.219154668127175,13.589569694783698,40.81921794303983,13.64474457087644,0.6060369087629157,0.4971415819571492,0.10889532680576652,0.448808142607414,46.73309840047154,0.9569
0000,21,0,0,0.04229525216674279,moving,21.19405134107752,10.892599756316804,21.232967830895674,10.909164634103313,4.1937829968186815,4.138390716187596,0.05539228063108581,0.2851522262287853,3.8477745946453314,0.9989
0000,21,3,1,0.47108559443296766,moving,41.28888405600331,13.531772008198175,40.821486250504535,13.590601666510882,0.9056909024727572,0.5419039870579011,0.3637869154148561,0.6756000890581124,47.946159235072976,0.9449
0000,22,0,0,0.04774806880096124,moving,21.533971495331603,11.188412338277026,21.571751664546206,11.21761057261298,4.506115787616772,4.581630527727657,0.07551474011088466,0.12684357382991912,1.285173481702989,0.9992
0000,22,3,1,0.5350699278696618,moving,41.38121275836254,13.524899244615685,40.85080562942768,13.595384032233511,0.9258414636750281,0.29706851101120113,0.6287729526638269,0.6407820908071025,13.521221622372614,0.975
0000,23,0,0,0.05487803624215735,moving,21.850439245170303,11.471652861953801,21.880782422371816,11.517379117640367,4.247081715021089,4.305359333088326,0.05827761806723686,0.1812413694411491,2.299642352500077,0.9989
0000,23,3,1,0.7007782298977169,moving,41.46323325320726,13.476698070298347,40.78377944290266,13.648257526934076,0.9513524467905217,0.853704639904071,0.0976478068864507,1.8008609592195421,172.17349161819342,0.9815
0000,24,0,0,0.05703818404790592,moving,22.17177585965377,11.75825505834515,22.206607686429525,11.803422505505097,4.305787254196859,4.335699740980782,0.029912486783922887,0.04523299898278003,0.4499414004932386,0.9986
0000,24,3,1,0.7392788564922246,moving,41.56106056505496,13.425995577217687,40.830976830735416,13.542232269094576,1.1018586909373598,1.1605580001950668,0.058699309257707055,0.7499331641100695,38.60659268570867,0.9718
0000,25,0,0,0.01196748457396036,moving,22.503889863036836,12.038272460606548,22.51271392381347,12.046356805876155,4.344070174529279,3.907916361210058,0.4361538133192213,0.45294153464594883,1.6989771662577804,0.9996
0000,25,3,1,0.7061943779103929,moving,41.50556087745563,13.387096498617801,40.81198909777402,13.520020107587495,0.6777428450041598,0.29221809010224953,0.3855247549019103,0.4014443963420645,14.448857406166859,0.982
0000,26,0,0,0.04956599343561236,moving,22.85483441049053,12.323884377512087,22.877638744307266,12.367892900146163,4.52477891687466,4.863698022398592,0.33891910552393156,0.385485998914309,2.2433538135240148,0.9984
0000,26,3,1,0.5195638804513902,moving,41.190730744205254,13.497685656212937,40.67343291179326,13.546158106651946,3.336884393862794,1.4100004137810203,1.9268839800817736,1.954597213320127,8.671602353153322,0.988
0000,27,0,0,0.031848292581169786,moving,23.196888605831575,12.578145722820057,23.21504924952751,12.604308764709048,4.26204064115101,4.119930946630014,0.14210969452099675,0.18439767920482508,1.6067122014151274,0.9965
0000,27,3,1,0.38104844947363486,moving,41.381343770848616,13.414510081589576,41.00211542471902,13.45170930655562,2.0796995489750287,3.419835816860626,1.3401362678855975,1.385289451878177,7.542141450502749,0.9397
0000,28,0,0,0.07810367659705392,moving,23.550365163678414,12.826425073552581,23.612276358508023,12.874040073843954,4.319586935661947,4.801503464922694,0.48191652926074724,0.4872676106409785,0.9060274416621483,0.998
0000,28,3,1,0.3968543991554641,moving,41.34356778282361,13.36332356794,40.95228351970619,13.429580941610423,0.6361669946534041,0.5452415329333891,0.09092546172001503,0.31459833765345774,29.628325854692935,0.9752
0000,29,0,0,0.010581123156075335,moving,23.924852400575055,13.109655113213307,23.928269717209478,13.09964101743465,4.695316240304772,3.8826226766509064,0.8126935636538652,0.8211361945598363,1.5760994244867763,0.998
0000,29,3,1,0.3525178199800249,moving,41.31315552071662,13.392534614992847,40.96425740011469,13.442922260739698,0.421686015465066,0.17926645200542896,0.24241956345963706,0.4525962153743241,88.06225360389065,0.9783
0000,30,0,0,0.02898393304366259,moving,24.28115152099003,13.37038555736536,24.28267476583122,13.341441678913547,4.4150812870909935,4.290343790189926,0.1247374969010675,0.19024304981017867,1.8910711571745942,0.996
0000,30,3,1,0.37908671584975373,moving,41.27484142130277,13.366145046918215,40.9037314805622,13.443502334986533,0.46522892397832205,0.6052869917490598,0.1400580677707377,0.34938897532965624,35.10697028458187,0.9575
0000,31,0,0,0.05476180074227016,moving,24.683255089633082,13.582293536982991,24.652558299007843,13.53694420550119,4.545242256922121,4.183719230748801,0.36152302617331955,0.3615618307533604,0.0695983594550475,0.9958
0000,31,3,1,0.2781987711246713,moving,41.25796681597242,13.371253604654168,40.98249578996176,13.410115798157747,0.1763092927773326,0.8554809919927776,0.6791716992154451,1.0309546215164842,173.87190786079952,0.952
0000,32,0,0,0.014495190769624536,moving,25.05233290713427,13.79186677963246,25.063651688737718,13.782811629801492,4.2442829713162915,4.790078970243216,0.5457959989269243,0.5552095038278344,1.2936856979226794,0.9986
0000,32,3,1,0.2547681708608786,moving,41.231993449208815,13.345477011011413,40.9948469649724,13.43858107052606,0.3659301245949332,0.3102939340602394,0.055636190534693764,0.6641498724361125,158.23832060588248,0.9145
0000,33,0,0,0.04731914592421048,moving,25.45471638170506,13.973331569223234,25.417655718497727,13.943910338561869,4.414090285312312,3.8893655915918535,0.5247246937204588,0.5249140814066244,0.19496589782831417,0.9968
0000,33,3,1,0.2244251544406705,moving,41.22773548339195,13.320090312082456,41.00550986643093,13.351433973515194,0.25741304462032466,0.8779700441891859,0.6205569995688612,0.6353722571442421,16.497035322206088,0.9561
0000,34,0,0,0.020200647573312965,moving,25.834158884662678,14.15701981167493,25.813978746931888,14.1579298685674,4.215661080610413,4.504179193715688,0.2885181131052743,0.3471223336286088,2.5379769524867823,0.9987
0000,34,3,1,0.15870917896287012,moving,41.24081874012865,13.2767948414731,41.085537408342624,13.309602027969746,0.4522907673304905,0.9030126872057666,0.45072191987527604,0.6696028093731468,45.589012608552224,0.9423
0000,35,0,0,0.0206350059481039,moving,26.210673945816144,14.35431409989122,26.227423765822735,14.366365946232136,4.250748492185469,4.6301445130569405,0.3793960208714715,0.38574100774979897,0.8998748050081824,0.9985
0000,35,3,1,0.15458618360974033,moving,41.28059306494671,13.300825005406798,41.130057009390924,13.335978726984045,0.46469836382459284,0.5174674026826013,0.05276903885800843,0.052937579644168,0.4931743725060104,0.951
0000,36,0,0,0.03181739774317508,moving,26.61218679774518,14.510546363731791,26.63509673803584,14.53262534547973,4.30837661456075,4.402720069584697,0.09434345502394681,0.1176819979372111,0.9254242071985848,0.9993
0000,36,3,1,0.2345842166467189,moving,41.20152213392097,13.194996192714513,41.008756332588476,13.328679028323267,1.321058277637145,1.2152012093999183,0.10585706823722663,1.071976573447347,49.790604888132826,0.98
0000,37,0,0,0.013903289529192495,moving,27.034230319983582,14.675779888384604,27.033682733551238,14.661887386492156,4.532359786387074,4.190220412671608,0.3421393737154661,0.42944186978577303,3.4127963585005565,0.9993
0000,37,3,1,0.3473428280877758,moving,41.15299408112591,13.079941027334666,40.88351283223125,13.299091424820471,1.2487058496164596,1.2869095019763355,0.038203652359875884,1.1484756866330241,53.83902434075277,0.9887
0000,38,0,0,0.04237766385434042,moving,27.453751542291613,14.821912030256426,27.454908342832834,14.864273902338043,4.4424391819682905,4.673235663979392,0.23079648201110192,0.562801876877612,6.458117187660644,0.9986
0000,38,3,1,0.31467350047552317,moving,41.14398287561628,13.035900293140138,41.077813186344756,13.34353804134934,0.44953176674511713,1.9931916448123885,1.5436598780672715,2.217331763955013,114.44855859584193,0.9897
0000,39,0,0,0.08362192934829722,moving,27.859805254393788,14.947171851846486,27.90798491332567,15.015519108800508,4.2493486561675455,4.77654154391463,0.5271928877470842,0.5372512855447832,1.3159520460031642,0.9994
0000,39,3,1,0.38323935780228946,moving,41.128656075456455,12.941232725620242,41.037782634893105,13.313542305363889,0.9590025622110298,0.5002188747770467,0.458783687433983,0.6922948159496616,43.95854467150484,0.9897
0000,40,0,0,0.0287486365878897,moving,28.261576670624713,15.104597294233754,28.282301204347263,15.124521596169968,4.315125036554915,3.898643712586356,0.41648132396855875,0.5566476868645668,5.160872196922256,0.9995
0000,40,3,1,0.3635561706614613,moving,41.12123118215156,12.881835892441377,41.11235995708737,13.2452838124958,0.598591081813543,1.0109895565380653,0.4123984747245223,0.8247964815163884,54.65831361790032,0.9929
0000,41,0,0,0.06054356935176294,moving,28.676181135006615,15.2348182809872,28.71407977200904,15.282032866691305,4.345737765632499,4.596112834051195,0.2503750684186956,0.32244525296548265,2.6050734192033342,0.9995
0000,41,3,1,0.3105126336212375,moving,41.14331821791436,12.917451991929077,41.23807207888228,13.21315420948936,0.4190875435401391,1.2975303062175523,0.8784427626774132,1.2380484102645892,72.53200702516186,0.897
0000,42,0,0,0.10861261889360298,moving,29.080295587176533,15.339126266047222,29.156828318085374,15.416194041949748,4.173591333610348,4.626288966325326,0.45269763271497787,0.48824237597662246,2.384796368700021,0.9996
0000,42,3,1,0.3339442401266552,moving,41.15855817269207,12.889679746620722,41.280292473832866,13.20064520360836,0.31678917770245457,0.4403449758898242,0.12355579818736961,0.3099855851066315,44.740887198745995,0.9894
0000,43,0,0,0.130887667064093,moving,29.470499820274178,15.47089611381696,29.593723061496153,15.515027896153862,4.118526876306394,4.479343116538522,0.3608162402321282,0.571382833611197,5.912706333153473,0.9997
0000,43,3,1,0.33809804963939516,moving,41.169277240034035,12.883366211616437,41.29737501098744,13.196257969652235,0.12440222221967956,0.17636918592064235,0.05196696370096279,0.06648637738971706,16.09437714723939,0.985
0000,44,0,0,0.03362455469949547,moving,29.909580214489253,15.61766172521401,29.93994063248018,15.632113565863406,4.629597577250274,3.6548004119159843,0.9747971653342895,0.9749052711425171,0.20222185291231937,0.9991
0000,44,3,1,0.2504000323157814,moving,41.202880828372365,12.978183732307562,41.294602545943235,13.211180090025003,1.0059604057428826,0.15177491190598819,0.8541854938368945,0.8778662911696379,30.039756283208394,0.9917
0000,45,0,0,0.01972938844665937,moving,30.355926792683753,15.734106192762493,30.362882294698395,15.752568851298129,4.612857919864744,4.39760304517207,0.21525487469267457,0.23746089193245992,1.2755183044508043,0.999
0000,45,3,1,0.14835777055792804,moving,41.246725669880036,13.007406487356977,41.24926485329665,13.155742526917482,0.5269098157665041,0.7161584864969804,0.18924867073047635,1.2296704383129848,162.96043688164494,0.9896
0000,46,0,0,0.09745283695495892,moving,30.785359074362745,15.793850142339299,30.867142018596113,15.84684642016229,4.335682461378608,5.129972018796392,0.7942895574177848,0.8241187396292389,2.6695644246564756,0.9994
0000,46,3,1,0.12358337388570025,moving,41.24003040265134,12.99209653275305,41.291676552331204,13.104370864299572,0.1670991661373303,0.6661681420726951,0.4990689759353648,0.6092569999979761,63.16304870126669,0.9929
0000,47,3,1,0.09196422980320211,moving,41.246394472708474,13.046497408518547,41.24742456122072,13.138455869145904,0.5477186021804528,0.5585719535222807,0.010853351341827966,0.5454099613435794,59.06721335682587,0.9874
0000,47,0,0,0.10139151948111048,moving,31.215250041385893,15.92116179408778,31.286969973612607,15.992831114888832,4.483464064749756,4.44485143629945,0.03861262845030655,0.21211948159151653,2.677256403656502,0.9992
0000,48,0,0,0.1017611559069557,moving,31.629352648741925,16.004841433208227,31.703582871128887,16.07444895389315,4.224727818716754,4.245324228143779,0.02059640942702501,0.03248472934705175,0.33985904075340867,0.999
0000,48,3,1,0.12344113958441615,moving,41.237408187943245,13.015135845716445,41.15270582324926,13.104931304160328,0.3262362541582371,1.004765434336655,0.6785291801784179,0.8575973478972241,54.52016266413339,0.9917
0000,49,0,0,0.04528445381420811,moving,32.04778946354338,16.097601174970773,32.04851909411249,16.142879750439572,4.285950742519592,3.5165860126289177,0.7693647298906745,0.774224423077923,1.27825562892338,0.9992
0000,49,3,1,0.12907374055977625,moving,41.23931292857492,12.9728035992996,41.1273319089708,13.036993020160946,0.4237507667922884,0.7252203774433935,0.3014696106511051,0.3741382330615819,23.05618190903117,0.9879
0000,50,0,0,0.06360012121748411,moving,32.506646956192654,16.25281981354192,32.558929648211155,16.289034389808627,4.8439965350963785,5.309238291359711,0.46524175626333264,0.5234380790829097,2.7103209039829332,0.9988
0000,50,3,1,0.12245259140341878,moving,41.29530118013909,12.992123854472752,41.18793017510919,13.050997485414634,0.5922800497373573,0.6219545727800599,0.029674523042702683,0.07036324100147999,6.025580508360271,0.9887
0000,51,3,1,0.0877583478282678,moving,41.233241110950544,12.994199766605444,41.14552338486652,12.996869625065287,0.6209477915952287,0.68761625378432,0.06666846218909128,0.5954087179860114,53.83869926134174,0.9907
0000,51,0,0,0.10070035968078533,moving,32.943125504087085,16.3090657316409,33.03770611621029,16.3436355197548,4.400876345397909,4.81879849860028,0.4179221532023716,0.4232988747033614,0.8367608582569932,0.9994
0000,52,3,1,0.07640257030066111,moving,41.16994459357831,12.975628319306796,41.097831642113675,12.950387975022158,0.6596474638941868,0.6659614191179206,0.0063139552237337915,0.31976372654821494,27.91191508974405,0.9943
0000,52,0,0,0.09327083988364299,moving,33.37668934644255,16.368941766342733,33.456448711754376,16.41729353174643,4.376788148056134,4.251715701379382,0.12507244667675188,0.20238879787680017,2.113503702836537,0.9978
0000,53,0,0,0.08557684782159623,moving,33.817701136367994,16.498028264765427,33.89191467454205,16.54063985514608,4.595157482919156,4.525979675637162,0.06917780728199396,0.07981591817254437,0.5001885640464768,0.999
0000,53,3,1,0.1318870676865305,moving,41.12448720947719,13.021094321431102,41.008538999178185,12.958243616173247,0.6429254325723994,0.896375322077734,0.25344988950533454,0.5775871509661469,39.97770152038859,0.9916
0000,54,0,0,0.04303265171818738,moving,34.27193957488012,16.5682306290493,34.30737325231194,16.59264913878181,4.596312989483875,4.187013200682336,0.4092997888015386,0.42835333343598603,1.6500635659133638,0.9998
0000,54,3,1,0.17745284956348004,moving,41.089490901740525,12.973315930907303,40.914144699089604,13.000578048105004,0.5922428687830559,1.034528299090827,0.44228543030777123,1.0792794942157045,77.93380865365133,0.9835
0000,55,0,0,0.02030303810970009,moving,34.739720883676334,16.642967258103376,34.7589911685024,16.649360182254835,4.737139607204582,4.551646786340198,0.18549282086438357,0.24211092417888253,1.919990114648909,0.9998
0000,55,3,1,0.09029861882729781,moving,41.07177094418222,12.911283186889076,41.02056593093705,12.985659844387783,0.6451401573533484,1.0746176710847894,0.42947751373144105,1.3278107852721583,97.96248536454569,0.9916
0000,56,0,0,0.041577072744782104,moving,35.20373386166371,16.745802478961092,35.24303934805319,16.759357246303665,4.752716343203809,4.963889545767473,0.21117320256366412,0.2127677841170579,0.3067024320431766,0.9999
0000,56,3,1,0.1672515857613656,moving,41.035310917129294,13.036178807341479,40.86835733658073,13.026199083812983,1.3010860686707348,1.5751471718255958,0.274061103154861,1.4322614933312983,58.81226634532203,0.9885
0000,57,0,0,0.04493825929178346,moving,35.66683766630668,16.762876874370622,35.70324780190806,16.789215993066286,4.634184597676214,4.611760680669901,0.02242391700631252,0.13108115642814014,1.6006906588923937,0.9998
0000,57,3,1,0.16971230309295618,moving,40.98449174586462,13.038162975605896,40.815049416917105,13.028594120817633,0.5085789114513272,0.5336169507349818,0.025038039283654667,0.02522435671123478,0.33657170896573024,0.9672
0000,58,0,0,0.02398565981006377,moving,36.13646512990182,16.767442757699367,36.14073478129845,16.791045341318018,4.696496586322419,4.374908040760968,0.32158854556145045,0.32256772143910195,0.317451723457647,0.9995
0000,58,3,1,0.2046957165076422,moving,40.936702377555314,13.009120275807177,40.73204761883254,13.005025634345486,0.559222865680644,0.8628309243333232,0.30360805865267915,0.3563540686203408,15.436037926074185,0.9915
0000,59,0,0,0.04064801060126802,moving,36.64407339191173,16.7501723540563,36.66069972549746,16.787264479869428,5.0790197332036024,5.1997869005294195,0.12076716732581705,0.18293587492316044,1.5320161303524642,0.9996
0000,59,3,1,0.11624706923371803,moving,40.92349858464708,12.941779443203892,40.814280459386055,12.981588766482444,0.6862308564081997,0.855074665788297,0.16884380938009735,1.0505098346243744,85.18560434904963,0.9948
0000,60,0,0,0.04345432213459164,moving,37.18285661948716,16.757306387191996,37.21352216564812,16.78809441068859,5.38830456401063,5.5282306312173555,0.1399260672067255,0.15389645731788107,0.6725936945525384,0.9999
0000,60,3,1,0.21989732026250008,moving,40.940126583624924,12.886352871714609,40.74950928030603,12.995988062844377,0.578670474196141,0.6635243307622984,0.0848538565661574,1.0724494398186173,119.23288368679547,0.9894
0000,61,0,0,0.03919109058992264,moving,37.71042756002144,16.74490487962311,37.748757109612775,16.753077223824906,5.277166803183322,5.363792022596434,0.0866252194131123,0.23878984453824867,2.3965891789860057,0.9996
0000,61,3,1,0.31925427631515624,moving,40.88794706994555,12.949429297452694,40.577768570464066,13.02501098442071,0.8186169514314059,1.7417577728790885,0.9231408214476826,1.2431621283454062,40.809052807930314,0.9218
0000,62,0,0,0.041271119275431006,moving,38.23330728734872,16.71018318263653,38.27425616065519,16.705035847289228,5.240313020149511,5.276904646721627,0.036591626572116454,0.13574782503426222,1.424353755238385,0.9997
0000,62,3,1,0.32851885748246207,moving,40.82432304826375,12.978815964979683,40.495837397688476,12.974145088432282,0.7008275367954319,0.9643680027400964,0.2635404659446645,0.8231418912901383,56.62481071739875,0.9168
0000,63,0,0,0.038072297380638054,moving,38.788149741509024,16.68025681488347,38.81594627732232,16.654240427266817,5.556489327133791,5.440665007056568,0.11582432007722332,0.246678196068332,2.2697268899949705,0.9996
0000,63,3,1,0.14841417432175463,moving,40.78684562311661,13.004837977962024,40.64403655532425,12.964435783765616,0.45625678683308185,1.4851687082975724,1.0289119214644906,1.8908336905945327,148.97466080234025,0.8675
0000,64,0,0,0.049997881797452855,moving,39.35078888790109,16.57591237477005,39.38868165435342,16.54329448957157,5.722329693711956,5.8338221878459375,0.11149249413398188,0.12062903607318692,0.4566772618610894,0.9997
0000,64,3,1,0.10228772583061742,moving,40.74913598670307,12.949812548547955,40.663042868905706,12.894578918180857,0.6670693037941794,0.7239628184709334,0.056893514676753965,0.5862312242384268,49.64367676657694,0.7983
0000,65,0,0,0.07083782423096,moving,39.91880529419643,16.440469311496848,39.98718241343275,16.45897787456152,5.839413165802738,6.0441082897751395,0.2046951239724013,0.5952486435652921,5.392649955612304,0.9992
0000,65,3,1,0.28757385701322713,moving,40.710895059844056,12.861482288952145,40.42883583480207,12.917529740332022,0.9625280903589006,2.353288657624365,1.3907605672654642,2.2535792496246465,72.18746551081024,0.8545
0000,66,0,0,0.040901540677174254,moving,40.53005395651844,16.349696790993644,40.57084009612832,16.346626474155027,6.179519218102207,5.943728861101141,0.23579035700106665,0.35027278150417024,2.44900948589976,0.9999
0000,66,3,1,0.35101073704340124,moving,40.678814238059104,12.950743539339078,40.335203356449085,13.02243802698588,0.9485119897521898,1.4061575164671491,0.4576455267149594,0.6350933923611404,21.980844894179917,0.8451
0000,67,0,0,0.01869094273662673,moving,41.067326816792956,16.210465630021044,41.08489121907368,16.20407476834951,5.550202181662769,5.334506029891136,0.21569615177163293,0.234579432724156,0.9709665057802517,0.9998
0000,67,3,1,0.3264706656034585,moving,40.56711761778359,12.995938522432661,40.240689540253065,13.001211633401766,1.204936574173191,0.96868060972246,0.23625596445073105,0.6860792983172485,34.68712551827065,0.774
0000,68,0,0,0.07737347192641394,moving,41.617505541720156,16.100697080132463,41.67724239499367,16.051522264231167,5.610220707843511,6.116798035954502,0.5065773281109909,0.6007480638565039,3.158793254093451,0.9997
0000,68,3,1,0.1870649962881266,moving,40.494798463275735,12.999964115667282,40.51140889686543,12.813638040379256,0.7243110871456551,3.2935212591387426,2.5692101719930873,3.929194170386237,148.46907400130686,0.802
0000,69,0,0,0.06631977076877164,moving,42.20116546718566,15.96480449238907,42.252037717257515,15.922256564502403,5.992709771030075,5.891513248926504,0.10119652210357089,0.11067828815141222,0.43219813762417214,0.9991
0000,69,3,1,0.20674722599560455,moving,40.4500962566345,12.991032443513376,40.24376245961443,13.004100712876888,0.4558576582728829,3.2849755705042116,2.829117912231329,2.991023815371556,46.735556469053876,0.8034
0000,70,0,0,0.0848185273803789,moving,42.777700871175774,15.77568757619286,42.86039303100379,15.756814598421604,6.067604799635591,6.304500233198556,0.23689543356296472,0.3966118908778879,2.9470478444349713,0.9957
0000,70,3,1,0.5290320832983936,moving,40.399743342500486,12.941782088913229,39.92500440760418,13.175229917886979,0.7043446166492578,3.617898568627331,2.913553951978073,3.4728729941125693,72.59546735128075,0.8358
0000,71,0,0,0.09603110522725009,moving,43.37844557113772,15.64977239062566,43.456205769756195,15.593422371264687,6.137986872654483,6.178105207544964,0.04011833489048122,0.37800170471702604,3.4977063327729785,0.9956
0000,71,3,1,0.37426216257205874,moving,40.375877144829566,13.003379675224924,40.0402068666719,13.168901971894195,0.6605950371213921,1.1537612177456078,0.4931661806242157,1.54770698861049,114.32306627501596,0.755
0000,72,0,0,0.09315563957588907,moving,43.9455019316443,15.460924816990088,44.030544994283325,15.422903103696655,5.976757666653513,5.99117989583323,0.014422229179716695,0.19722244082435736,1.883411409657006,0.9966
